"This is the ""water_manipulations"" data frame from SP's RMarkdown code (2020-01-26)",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Number of reps,Rs standard deviation,Manipulation level as % of control (normally =MAP),Soil moisture (volumetric),,
6168,4597,Fay,1999,Grassland,Drought,70% precip,39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4598,Fay,2000,Grassland,Drought,70% precip,39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4599,Fay,2001,Grassland,Drought,70% precip,39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4600,Fay,2003,Grassland,Drought,70% precip,39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4601,Fay,2004,Grassland,Drought,70% precip,39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4602,Fay,2005,Grassland,Drought,70% precip,39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4603,Fay,2006,Grassland,Drought,70% precip,39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4604,Fay,2007,Grassland,Drought,70% precip,39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4605,Fay,1998,Grassland,Drought,Altered timing,39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4606,Fay,1999,Grassland,Drought,Altered timing,39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4607,Fay,2000,Grassland,Drought,Altered timing,39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4608,Fay,2001,Grassland,Drought,Altered timing,39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4609,Fay,2002,Grassland,Drought,Altered timing,39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4610,Fay,2003,Grassland,Drought,Altered timing,39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4611,Fay,2004,Grassland,Drought,Altered timing,39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4612,Fay,2005,Grassland,Drought,Altered timing,39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4613,Fay,2006,Grassland,Drought,Altered timing,39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4614,Fay,2006.5,Grassland,Drought,Altered timing,39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4615,Fay,2007,Grassland,Drought,Altered timing,39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4616,Fay,1998,Grassland,Drought,"Altered timing, 70% precip",39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4617,Fay,1999,Grassland,Drought,"Altered timing, 70% precip",39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4618,Fay,2000,Grassland,Drought,"Altered timing, 70% precip",39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6168,4619,Fay,2001,Grassland,Drought,"Altered timing, 70% precip",39.08333333,IRGA,Silty clay loam,Dry,NA,NA,,,,,,
6248,4757,Carter,2008.5,Wetland,None,NA,58.86666667,IRGA,Histosol,Wet,80,528,,,,,,
6248,4759,Carter,2007,Wetland,None,NA,68.333,IRGA,Histosol,Wet,380,231,,,,,,
6248,4761,Carter,2007,Wetland,None,NA,56.25,IRGA,Histosol,Wet,140,522,,,,,,
6248,4763,Carter,2006.5,Wetland,None,NA,55.75,IRGA,Histosol,Wet,280,572,,,,,,
6248,4766,Carter,2006.5,Shrubland,None,NA,53.05,IRGA,Peaty podzol,Wet,490,518,,,,,,
6248,4767,Carter,2006.5,Shrubland,Drought,NA,53.05,IRGA,Peaty podzol,Wet,490,633,,,,,,
6248,4769,Carter,2003.5,Shrubland,None,NA,56.38333333,IRGA,Sandy podzol,Dry,57,732,,,,,,
6248,4770,Carter,2003.5,Shrubland,Drought,NA,56.38333333,IRGA,Sandy podzol,Dry,57,513,,,,,,
6248,4772,Carter,2006.5,Shrubland,None,NA,55.88333333,IRGA,Sandy podzol,Dry,9,651,,,,,,
6248,4773,Carter,2006.5,Shrubland,Drought,NA,55.88333333,IRGA,Sandy podzol,Dry,9,600,,,,,,
6248,4775,Carter,1999,Shrubland,None,NA,52.4,IRGA,Sandy podzol,Dry,25,310,,,,,,
6248,4776,Carter,1999,Shrubland,Drought,NA,52.4,IRGA,Sandy podzol,Dry,25,285,,,,,,
6248,4778,Carter,2007.5,Shrubland,None,NA,41.31666667,IRGA,Petrocalcic calcisol,Dry,210,390,,,,,,
6248,4779,Carter,2007.5,Shrubland,Drought,NA,41.31666667,IRGA,Petrocalcic calcisol,Dry,210,298,,,,,,
6272,4794,Deng,2007,Forest,Irrigated,2x precip,23.17,IRGA,NA,Dry,250,961,3,41.61811024,200,,,
6272,4795,Deng,2008,Forest,Irrigated,2x precip,23.17,IRGA,NA,Dry,260,1230,3,45.41538462,200,,,
6272,4796,Deng,2009,Forest,Irrigated,2x precip,23.17,IRGA,NA,Dry,260,1166,3,41.64285714,200,,,
6272,4797,Deng,2007,Forest,None,NA,23.17,IRGA,NA,Dry,250,833,3,41.65,100,,,
6272,4798,Deng,2008,Forest,None,NA,23.17,IRGA,NA,Dry,260,1150,3,49.17763158,100,,,
6272,4799,Deng,2009,Forest,None,NA,23.17,IRGA,NA,Dry,260,1158,3,49.19607843,100,,,
6299,4852,Ford,2009,Savanna,None,NA,31.27,IRGA,Typic Quartzipsamments,Dry,158,675,4,13.6,100,0.078,,SD estimated from Fig 7
6299,4853,Ford,2009,Savanna,Irrigated,50%,31.27,IRGA,Typic Quartzipsamments,Dry,158,760,4,68.2,150,0.118,,SD estimated from Fig 7
6299,4854,Ford,2009,Savanna,None,NA,31.27,Gradient,Typic Quartzipsamments,Dry,158,460,4,109.1,100,0.078,,SD estimated from Fig 7
6299,4855,Ford,2009,Savanna,Irrigated,50%,31.27,Gradient,Typic Quartzipsamments,Dry,158,845,4,81.8,150,0.118,,SD estimated from Fig 7
6341,4878,Huang,2010,Agriculture,Irrigated,NA,40.333,IRGA,Sandy,Dry,NA,NA,,,,,,
6341,4879,Huang,2011,Agriculture,Irrigated,NA,40.177,IRGA,Silt clay loam,Dry,NA,NA,,,,,,
6374,4903,Lai,2010,Shrubland,Irrigated,NA,44.3,IRGA,NA,Dry,NA,NA,,,,,,
6374,4904,Lai,2010,Grassland,None,NA,44.3,IRGA,NA,Dry,NA,NA,,,,,,
6374,4905,Lai,2010,Shrubland,None,NA,44.3,IRGA,NA,Dry,NA,NA,,,,,,
6374,4906,Lai,2010,Shrubland,None,NA,44.32,IRGA,NA,Dry,NA,NA,,,,,,
6410,4925,Matias,2007,Forest,Drought,NA,37.08333333,IRGA,NA,Dry,1650,NA,,,,,,
6410,4926,Matias,2007,Forest,None,NA,37.08333333,IRGA,NA,Dry,1650,NA,,,,,,
6410,4927,Matias,2007,Forest,Irrigated,NA,37.08333333,IRGA,NA,Dry,1650,NA,,,,,,
6410,4928,Matias,2007,Shrubland,Drought,NA,37.08333333,IRGA,NA,Dry,1650,NA,,,,,,
6410,4929,Matias,2007,Shrubland,None,NA,37.08333333,IRGA,NA,Dry,1650,NA,,,,,,
6410,4930,Matias,2007,Shrubland,Irrigated,NA,37.08333333,IRGA,NA,Dry,1650,NA,,,,,,
6410,4931,Matias,2007,Bare,Drought,NA,37.08333333,IRGA,NA,Dry,1650,NA,,,,,,
6410,4932,Matias,2007,Bare,None,NA,37.08333333,IRGA,NA,Dry,1650,NA,,,,,,
6410,4933,Matias,2007,Bare,Irrigated,NA,37.08333333,IRGA,NA,Dry,1650,NA,,,,,,
6489,5020,Ruehr,2010,Forest,None,NA,44.32375,IRGA,NA,Dry,977,NA,,,,,,
6489,5021,Ruehr,2010,Forest,Irrigated,NA,44.32375,IRGA,NA,Dry,977,NA,,,,,,
6505,5057,Selsted,2006,Shrubland,None,NA,55.88333333,IRGA,Sand,Dry,NA,672,,,,,,
6505,5059,Selsted,2006,Shrubland,Drought,NA,55.88333333,IRGA,Sand,Dry,NA,609,,,,,,
6505,5065,Selsted,2007,Shrubland,None,NA,55.88333333,IRGA,Sand,Dry,NA,719,,,,,,
6505,5066,Selsted,2007,Shrubland,None,NA,55.88333333,IRGA,Sand,Dry,NA,777,,,,,,
6505,5067,Selsted,2007,Shrubland,None,NA,55.88333333,IRGA,Sand,Dry,NA,661,,,,,,
6505,5068,Selsted,2007,Shrubland,None,NA,55.88333333,IRGA,Sand,Dry,NA,612,,,,,,
6505,5069,Selsted,2007,Shrubland,None,NA,55.88333333,IRGA,Sand,Dry,NA,843,,,,,,
6505,5070,Selsted,2007,Shrubland,None,NA,55.88333333,IRGA,Sand,Dry,NA,1016,,,,,,
6505,5071,Selsted,2007,Shrubland,None,NA,55.88333333,IRGA,Sand,Dry,NA,898,,,,,,
6505,5072,Selsted,2007,Shrubland,None,NA,55.88333333,IRGA,Sand,Dry,NA,851,,,,,,
6502,5084,Schindlbacher,2008,Forest,None,NA,47.70555556,IRGA,Chromic Cambisols and Rendzic Leptosols,Dry,910,NA,,,,,,
6502,5085,Schindlbacher,2009,Forest,None,NA,47.70555556,IRGA,Chromic Cambisols and Rendzic Leptosols,Dry,910,NA,,,,,,
6502,5086,Schindlbacher,2010,Forest,None,NA,47.70555556,IRGA,Chromic Cambisols and Rendzic Leptosols,Dry,910,NA,,,,,,
6502,5090,Schindlbacher,2008,Forest,Drought,NA,47.70555556,IRGA,Chromic Cambisols and Rendzic Leptosols,Dry,910,NA,,,,,,
6502,5091,Schindlbacher,2009,Forest,Drought,NA,47.70555556,IRGA,Chromic Cambisols and Rendzic Leptosols,Dry,910,NA,,,,,,
6502,5092,Schindlbacher,2010,Forest,Drought,NA,47.70555556,IRGA,Chromic Cambisols and Rendzic Leptosols,Dry,910,NA,,,,,,
6540,5096,Suseela,2009,Grassland,None,NA,43.385,IRGA,Mesic Typic Dystrudept,Dry,NA,NA,,,,,,
6540,5097,Suseela,2009,Grassland,Irrigated,NA,43.385,IRGA,Mesic Typic Dystrudept,Dry,NA,NA,,,,,,
6540,5098,Suseela,2009,Grassland,Drought,NA,43.385,IRGA,Mesic Typic Dystrudept,Dry,NA,NA,,,,,,
6575,5113,Wunderlich,2009,Wetland,None,NA,50.13166667,IRGA,Organic,Wet,700,365,3,52,100,,,
6575,5114,Wunderlich,2010,Wetland,None,NA,50.13166667,IRGA,Organic,Wet,700,307,3,35,100,,,
6575,5115,Wunderlich,2009,Wetland,Irrigated,NA,50.13166667,IRGA,Organic,Wet,700,212,3,9,,,,
6575,5116,Wunderlich,2010,Wetland,Irrigated,NA,50.13166667,IRGA,Organic,Wet,700,216,3,62,,,,
6793,5241,Coucheney,2009,Forest,Irrigated,NA,64.11666667,IRGA,Haplic podzol (sandy loam),Dry,310,NA,,,,,,
7048,5424,Jiang,2007.5,Forest,None,pf,23.17,IRGA,Oxisols,Dry,225,848,3,49.21428571,100,,,
7048,5425,Jiang,2007.5,Forest,None,mf,23.17,IRGA,Oxisols,Dry,225,1082,3,75.66433566,100,,,
7048,5426,Jiang,2007.5,Forest,None,bf,23.17,IRGA,Oxisols,Dry,225,1094,3,75.70934256,100,,,
7048,5427,Jiang,2007.5,Forest,Drought,pf,23.17,IRGA,Oxisols,Dry,225,416,3,18.90909091,0,,,
7048,5428,Jiang,2007.5,Forest,Drought,mf,23.17,IRGA,Oxisols,Dry,225,787,3,45.40384615,0,,,
7048,5429,Jiang,2007.5,Forest,Drought,bf,23.17,IRGA,Oxisols,Dry,225,810,3,45.42056075,0,,,
7048,5430,Jiang,2007.5,Forest,Precipitation amount change,Double precipitation,23.17,IRGA,Oxisols,Dry,225,999,3,60.54545455,200,,,
7048,5431,Jiang,2007.5,Forest,Precipitation amount change,Double precipitation,23.17,IRGA,Oxisols,Dry,225,1124,3,64.33670034,200,,,
7048,5432,Jiang,2007.5,Forest,Precipitation amount change,Double precipitation,23.17,IRGA,Oxisols,Dry,225,1116,3,64.31186441,200,,,
7113,5444,Lagomarsino,2003.5,Forest,Irrigated,NA,42.37,IRGA,Pachic Xerumbreapts,Dry,150,719,,,,,,"Skipping, no control"
7113,5445,Lagomarsino,2004.5,Forest,Irrigated,NA,42.37,IRGA,Pachic Xerumbreapts,Dry,150,605,,,,,,"Skipping, no control"
7046,5645,Jia,2011,Grassland,None,NA,38.82,IRGA,Loessial (Regosols),Dry,1178,NA,,,,,,
7046,5646,Jia,2011,Grassland,None,NA,38.82,IRGA,Loessial (Regosols),Dry,1178,NA,,,,,,
7046,5647,Jia,2011,Grassland,Irrigated,50 mm/yr,38.82,IRGA,Loessial (Regosols),Dry,1178,NA,,,,,,
7046,5648,Jia,2011,Grassland,Irrigated,50 mm/yr,38.82,IRGA,Loessial (Regosols),Dry,1178,NA,,,,,,
7115,5683,Lai,2010.5,Shrubland,None,NA,40.3,IRGA,Clay loam,Dry,NA,NA,,,,,,
7115,5686,Lai,2010.5,Shrubland,Irrigated,50%,40.3,IRGA,Clay loam,Dry,NA,NA,,,,,,
7115,5689,Lai,2010.5,Shrubland,Irrigated,100%,40.3,IRGA,Clay loam,Dry,NA,NA,,,,,,
7153,5709,Liang,2010.75,Forest,Irrigated,pH 4.5,23.167,IRGA,Loam (Oxisol),Dry,NA,1225,,,,,,
7153,5710,Liang,2011.75,Forest,Irrigated,pH 4.5,23.167,IRGA,Loam (Oxisol),Dry,NA,1121,,,,,,
7153,5711,Liang,2010.75,Forest,Irrigated,pH 4.5,23.167,IRGA,Loam (Oxisol),Dry,NA,1203,,,,,,
7153,5712,Liang,2011.75,Forest,Irrigated,pH 4.5,23.167,IRGA,Loam (Oxisol),Dry,NA,1088,,,,,,
7153,5713,Liang,2010.75,Forest,Irrigated,pH 4.5,23.167,IRGA,Loam (Oxisol),Dry,NA,1200,,,,,,
7153,5714,Liang,2011.75,Forest,Irrigated,pH 4.5,23.167,IRGA,Loam (Oxisol),Dry,NA,1135,,,,,,
8694,5895,da Costa,2010.5,Forest,None,NA,-1.72,IRGA,Vetic Acrisols,Dry,NA,1599,,,,,,
8694,5896,da Costa,2010.5,Forest,Drought,NA,-1.72,IRGA,Vetic Acrisols,Dry,NA,1534,,,,,,
9324,5940,Zhang,2012.5,Forest,None,NA,21.92,IRGA,Oxisol,Dry,568,693,5,299.578125,100,0.2918,0.0899,Data from SI
9324,5941,Zhang,2012.5,Forest,Drought,NA,21.92,IRGA,Oxisol,Dry,568,855,5,348.9013453,50,0.2435,0.073,Data from SI
10104,6046,Hinko-Najera,2011.5,Forest,None,NA,-37.42236111,IRGA,"Acidic-mottled, Dystrophic, Yellow Dermosol",Dry,706,1771,3,30.2744,100,,,
10104,6047,Hinko-Najera,2011.5,Forest,Drought,-40%,-37.42236111,IRGA,"Acidic-mottled, Dystrophic, Yellow Dermosol",Dry,706,1434,3,22.7058,60,,,
10404,6094,Reynolds,2011,Grassland,None,NA,42.27805556,IRGA,Loam (Ultic Haploxerolls),Dry,394,979,20,70.488,100,,,
10404,6095,Reynolds,2011,Grassland,None,NA,44.02611111,IRGA,Clay loam (Vertic Haploxerolls),Dry,165,1039,20,149.616,100,,,
10404,6096,Reynolds,2011,Grassland,None,NA,46.89638889,IRGA,Sandy loam (Typic Melanoxerands),Dry,134,802,20,32.882,100,,,
10404,6103,Reynolds,2011,Grassland,Irrigated,NA,42.27805556,IRGA,Loam (Ultic Haploxerolls),Dry,394,967,20,47.383,120,,,
10404,6104,Reynolds,2011,Grassland,Irrigated,NA,44.02611111,IRGA,Clay loam (Vertic Haploxerolls),Dry,165,1097,20,126.155,120,,,
10404,6105,Reynolds,2011,Grassland,Irrigated,NA,46.89638889,IRGA,Sandy loam (Typic Melanoxerands),Dry,134,858,20,73.788,120,,,
10066,6191,Domínguez,1999.5,Shrubland,None,NA,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,887.2,,,,,,
10066,6192,Domínguez,1999.5,Shrubland,Drought,-21% rain,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,807.8,,,,,,
10066,6194,Domínguez,2000.5,Shrubland,None,NA,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,904.4,,,,,,
10066,6195,Domínguez,2000.5,Shrubland,Drought,-21% rain,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,772.9,,,,,,
10066,6197,Domínguez,2001.5,Shrubland,None,NA,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,680.6,,,,,,
10066,6198,Domínguez,2001.5,Shrubland,Drought,-21% rain,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,839.9,,,,,,
10066,6200,Domínguez,2002.5,Shrubland,None,NA,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,539.6,,,,,,
10066,6201,Domínguez,2002.5,Shrubland,Drought,-21% rain,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,617.9,,,,,,
10066,6203,Domínguez,2003.5,Shrubland,None,NA,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,566.8,,,,,,
10066,6204,Domínguez,2003.5,Shrubland,Drought,-21% rain,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,663.1,,,,,,
10066,6206,Domínguez,2004.5,Shrubland,None,NA,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,416,,,,,,
10066,6207,Domínguez,2004.5,Shrubland,Drought,-21% rain,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,597.8,,,,,,
10066,6209,Domínguez,2005.5,Shrubland,None,NA,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,459,,,,,,
10066,6210,Domínguez,2005.5,Shrubland,Drought,-21% rain,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,560.2,,,,,,
10066,6212,Domínguez,2006.5,Shrubland,None,NA,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,555.4,,,,,,
10066,6213,Domínguez,2006.5,Shrubland,Drought,-21% rain,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,563.8,,,,,,
10066,6215,Domínguez,2007.5,Shrubland,None,NA,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,506.6,,,,,,
10066,6216,Domínguez,2007.5,Shrubland,Drought,-21% rain,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,601.9,,,,,,
10066,6218,Domínguez,2008.5,Shrubland,None,NA,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,354.9,,,,,,
10066,6219,Domínguez,2008.5,Shrubland,Drought,-21% rain,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,393.9,,,,,,
10066,6221,Domínguez,2009.5,Shrubland,None,NA,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,396.1,,,,,,
10066,6222,Domínguez,2009.5,Shrubland,Drought,-21% rain,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,448.3,,,,,,
10066,6224,Domínguez,2010.5,Shrubland,None,NA,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,267.6,,,,,,
10066,6225,Domínguez,2010.5,Shrubland,Drought,-21% rain,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,345.6,,,,,,
10066,6227,Domínguez,2011.5,Shrubland,None,NA,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,279.3,,,,,,
10066,6228,Domínguez,2011.5,Shrubland,Drought,-21% rain,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,427.5,,,,,,
10066,6230,Domínguez,2012.5,Shrubland,None,NA,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,343.1,,,,,,
10066,6231,Domínguez,2012.5,Shrubland,Drought,-21% rain,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,515.8,,,,,,
10066,6233,Domínguez,2013.5,Shrubland,None,NA,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,335.8,,,,,,
10066,6234,Domínguez,2013.5,Shrubland,Drought,-21% rain,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,554.2,,,,,,
10066,6236,Domínguez,2014.5,Shrubland,None,NA,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,325.6,,,,,,
10066,6237,Domínguez,2014.5,Shrubland,Drought,-21% rain,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,566.5,,,,,,
10066,6239,Domínguez,2015.5,Shrubland,None,NA,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,292.5,,,,,,
10066,6240,Domínguez,2015.5,Shrubland,Drought,-21% rain,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,484.5,,,,,,
10066,6242,Domínguez,2016.5,Shrubland,None,NA,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,306.4,,,,,,
10066,6243,Domínguez,2016.5,Shrubland,Drought,-21% rain,53.05527778,IRGA,Ferric stagnopodzols,Dry,490,354.8,,,,,,
10075,6259,Yan,2008,Forest,Irrigated,NA,43.75,IRGA,Sandy loam,Dry,NA,1990,,,,,,
10075,6260,Yan,2008,Forest,Irrigated,NA,43.75,IRGA,Sandy loam,Dry,NA,1771,,,,,,
10075,6261,Yan,2008,Forest,Irrigated,NA,43.75,IRGA,Sandy loam,Dry,NA,1695,,,,,,
7857,6406,Wei,2009,Grassland,Irrigated,2 mm m-2,30.76666667,Gas chromatography,Sandy silt soil in early stages of weathering,Dry,4730,NA,,,,,,
7857,6408,Wei,2010,Grassland,Irrigated,2 mm m-2,30.76666667,Gas chromatography,Sandy silt soil in early stages of weathering,Dry,4730,NA,,,,,,
7857,6410,Wei,2011,Grassland,Irrigated,2 mm m-2,30.76666667,Gas chromatography,Sandy silt soil in early stages of weathering,Dry,4730,NA,,,,,,
7436,6451,Silva Júnior,2005.5,Forest,None,NA,-1.717638889,IRGA,NA,Dry,NA,1309.37,1,166.5,100,,,
7436,6452,Silva Júnior,2005.5,Forest,Drought,70% total rainfall drained from plot,-1.717638889,IRGA,NA,Dry,NA,1214.77,1,317.9,30,,,
7593,6466,Wang,2010.5,Grassland,None,NA,42.91666667,IRGA,Sandy,Dry,360,NA,,,,,,
7593,6470,Wang,2011.5,Grassland,None,NA,42.91666667,IRGA,Sandy,Dry,360,NA,,,,,,
7593,6474,Wang,2010.5,Grassland,None,NA,42.91666667,IRGA,Sandy,Dry,360,NA,,,,,,
7593,6475,Wang,2010.5,Grassland,Irrigated,Winter,42.91666667,IRGA,Sandy,Dry,360,NA,,,,,,
7593,6476,Wang,2010.5,Grassland,Irrigated,Summer,42.91666667,IRGA,Sandy,Dry,360,NA,,,,,,
7593,6477,Wang,2011.5,Grassland,None,NA,42.91666667,IRGA,Sandy,Dry,360,NA,,,,,,
7593,6478,Wang,2011.5,Grassland,Irrigated,Winter,42.91666667,IRGA,Sandy,Dry,360,NA,,,,,,
7593,6479,Wang,2011.5,Grassland,Irrigated,Summer,42.91666667,IRGA,Sandy,Dry,360,NA,,,,,,
7607,6480,Wood,2008.5,Forest,None,NA,18.3,IRGA,NA,Dry,300,NA,,,,,,
7607,6481,Wood,2008.5,Forest,Drought,NA,18.3,IRGA,NA,Dry,300,NA,,,,,,
10483,6829,Han,2005.5,Grassland,None,NA,42.18,IRGA,Haplic calcisols,Dry,1324,833,,,,,,
10483,6830,Han,2005.5,Grassland,Precipitation amount change,0.3,42.18,IRGA,Haplic calcisols,Dry,1324,851,,,,,,
10483,6833,Han,2006.5,Grassland,None,NA,42.18,IRGA,Haplic calcisols,Dry,1324,908,,,,,,
10483,6834,Han,2006.5,Grassland,Precipitation amount change,0.3,42.18,IRGA,Haplic calcisols,Dry,1324,1041,,,,,,
10483,6837,Han,2007.5,Grassland,None,NA,42.18,IRGA,Haplic calcisols,Dry,1324,587,,,,,,
10483,6838,Han,2007.5,Grassland,Precipitation amount change,0.3,42.18,IRGA,Haplic calcisols,Dry,1324,814,,,,,,
10483,6841,Han,2008.5,Grassland,None,NA,42.18,IRGA,Haplic calcisols,Dry,1324,870,,,,,,
10483,6842,Han,2008.5,Grassland,Precipitation amount change,0.3,42.18,IRGA,Haplic calcisols,Dry,1324,1060,,,,,,
10483,6845,Han,2009.5,Grassland,None,NA,42.18,IRGA,Haplic calcisols,Dry,1324,596,,,,,,
10483,6846,Han,2009.5,Grassland,Precipitation amount change,0.3,42.18,IRGA,Haplic calcisols,Dry,1324,833,,,,,,
10483,6849,Han,2010.5,Grassland,None,NA,42.18,IRGA,Haplic calcisols,Dry,1324,605,,,,,,
10483,6850,Han,2010.5,Grassland,Precipitation amount change,0.3,42.18,IRGA,Haplic calcisols,Dry,1324,984,,,,,,
10483,6853,Han,2011.5,Grassland,None,NA,42.18,IRGA,Haplic calcisols,Dry,1324,719,,,,,,
10483,6854,Han,2011.5,Grassland,Precipitation amount change,0.3,42.18,IRGA,Haplic calcisols,Dry,1324,1022,,,,,,
10483,6857,Han,2012.5,Grassland,None,NA,42.18,IRGA,Haplic calcisols,Dry,1324,473,,,,,,
10483,6858,Han,2012.5,Grassland,Precipitation amount change,0.3,42.18,IRGA,Haplic calcisols,Dry,1324,530,,,,,,
10483,6861,Han,2013.5,Grassland,None,NA,42.18,IRGA,Haplic calcisols,Dry,1324,889,,,,,,
10483,6862,Han,2013.5,Grassland,Precipitation amount change,0.3,42.18,IRGA,Haplic calcisols,Dry,1324,1135,,,,,,
11855,7122,Ganjurjav,2009,Grassland,None,NA,32.11,Gas chromatography,Alpine meadow soil,Dry,4600,NA,,,,,,
11855,7123,Ganjurjav,2009,Grassland,Irrigated,NA,32.11,Gas chromatography,Alpine meadow soil,Dry,4600,NA,,,,,,
11855,7124,Ganjurjav,2010,Grassland,None,NA,32.11,Gas chromatography,Alpine meadow soil,Dry,4600,NA,,,,,,
11855,7125,Ganjurjav,2010,Grassland,Irrigated,NA,32.11,Gas chromatography,Alpine meadow soil,Dry,4600,NA,,,,,,
11859,7126,Escolar,2009.5,Grassland,None,NA,40,IRGA,Gypsiric Leptosol,Dry,590,234,10,35.1,100,0.14,,Estimating SM_mean from SI; estimating SD from Figure 1
11859,7128,Escolar,2009.5,Grassland,Precipitation amount change,33%,40,IRGA,Gypsiric Leptosol,Dry,590,229,10,34.35,63,0.07,,Estimating SM_mean from SI; estimating SD from Figure 1
11859,7130,Escolar,2009.5,Grassland,None,NA,40,IRGA,Gypsiric Leptosol,Dry,590,112,10,16.8,100,0.14,,Estimating SM_mean from SI; estimating SD from Figure 1
11859,7132,Escolar,2009.5,Grassland,Precipitation amount change,33%,40,IRGA,Gypsiric Leptosol,Dry,590,143,10,21.45,63,0.07,,Estimating SM_mean from SI; estimating SD from Figure 1
8163,7342,Jia,2010.5,Grassland,None,NA,38.81,IRGA,Loessial,NA,NA,NA,,,,,,
8163,7343,Jia,2010.5,Grassland,None,NA,38.81,IRGA,Loessial,NA,NA,NA,,,,,,
8163,7344,Jia,2010.5,Grassland,None,NA,38.81,IRGA,Loessial,NA,NA,NA,,,,,,
8163,7345,Jia,2010.5,Grassland,None,NA,38.81,IRGA,Loessial,NA,NA,NA,,,,,,
8163,7346,Jia,2010.5,Grassland,Irrigated,#ERROR!,38.81,IRGA,Loessial,NA,NA,NA,,,,,,
8163,7347,Jia,2010.5,Grassland,Irrigated,#ERROR!,38.81,IRGA,Loessial,NA,NA,NA,,,,,,
8163,7348,Jia,2010.5,Grassland,Irrigated,#ERROR!,38.81,IRGA,Loessial,NA,NA,NA,,,,,,
8163,7349,Jia,2010.5,Grassland,Irrigated,#ERROR!,38.81,IRGA,Loessial,NA,NA,NA,,,,,,
8163,7350,Jia,2011.5,Grassland,None,NA,38.81,IRGA,Loessial,NA,NA,NA,,,,,,
8163,7351,Jia,2011.5,Grassland,None,NA,38.81,IRGA,Loessial,NA,NA,NA,,,,,,
8163,7352,Jia,2011.5,Grassland,None,NA,38.81,IRGA,Loessial,NA,NA,NA,,,,,,
